City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,port macquarie,-31.4333,152.9167,288.65,66,86,4.52,AU,1690155426
366,karatas,36.582,35.3701,300.51,90,0,0.25,TR,1690155426
367,alice springs,-23.7,133.8833,278.9,70,100,4.63,AU,1690155426
368,aban,56.67,96.06,290.17,87,52,2.05,RU,1690155426
369,primero de mayo,-32.2552,-58.4228,287.9,46,98,5.54,AR,1690155426
370,saint-georges,12.0564,-61.7485,299.97,89,20,4.63,GD,1690155426
371,cusseta,32.3054,-84.7727,302.96,78,49,3.19,US,1690155426
372,livani,56.3543,26.1758,284.66,99,100,1.65,LV,1690155426
373,tarawa,1.419,172.984,304.2,70,40,3.09,KI,1690155426
374,mudgee,-32.5943,149.5871,284.05,62,5,3.82,AU,1690155427
375,pisco,-13.7,-76.2167,294.18,68,100,6.17,PE,1690155427
376,gizo,-8.103,156.8419,300.19,81,98,6.26,SB,1690155427
377,petropavlovsk-kamchatsky,53.0452,158.6483,294.48,56,20,6.0,RU,1690155427
378,usinsk,65.9939,57.5281,287.82,77,100,4.01,RU,1690155427
379,kapuskasing,49.4169,-82.4331,293.2,77,100,1.54,CA,1690155427
380,magadan,59.5667,150.8,291.78,68,73,1.01,RU,1690155427
381,pathein,16.7833,94.7333,298.94,92,25,1.66,MM,1690155427
382,minas de marcona,-15.2119,-75.1103,288.42,77,0,2.51,PE,1690155427
383,kourou,5.1552,-52.6478,298.18,88,7,2.74,GF,1690155428
384,kavieng,-2.5744,150.7967,301.72,76,58,6.7,PG,1690155428
385,kyren,51.6828,102.1408,289.59,89,92,0.86,RU,1690155428
386,olyokminsk,60.3736,120.4264,299.96,48,0,1.05,RU,1690155266
387,plastun,44.7561,136.2939,293.33,99,100,0.4,RU,1690155428
388,nadym,65.5333,72.5167,291.0,77,7,2.15,RU,1690155428
389,coron,11.9986,120.2043,299.53,88,100,5.6,PH,1690155428
390,sokolovyy,51.5686,45.8331,290.13,98,92,1.03,RU,1690155428
391,tateyama,34.9833,139.8667,299.28,73,34,1.99,JP,1690155268
392,amravati,20.9333,77.75,297.5,90,95,5.15,IN,1690155429
393,happy valley-goose bay,53.3168,-60.3315,295.32,73,75,5.66,CA,1690155429
394,luang namtha,20.9497,101.4011,297.85,85,51,0.23,LA,1690155429
395,baruun-urt,46.6806,113.2792,293.41,47,72,1.12,MN,1690155429
396,san ignacio,17.1561,-89.0714,304.23,66,40,0.0,BZ,1690155265
397,aitape,-3.1374,142.3475,298.8,89,100,2.74,PG,1690155429
398,ormara,25.2088,64.6357,302.03,75,100,2.02,PK,1690155429
399,jawf al maqbabah,13.8378,45.8349,301.55,58,97,2.04,YE,1690155429
400,antonio enes,-16.2325,39.9086,293.4,79,1,2.7,MZ,1690155429
401,quellon,-43.1167,-73.6167,276.29,93,100,0.0,CL,1690155133
402,hasaki,35.7333,140.8333,301.09,71,74,3.09,JP,1690155143
403,dunbar,38.3606,-81.7374,300.25,63,57,0.82,US,1690155400
404,howard springs,-12.497,131.047,290.83,36,45,9.64,AU,1690155430
405,st. john's,47.5649,-52.7093,295.81,90,75,4.63,CA,1690155240
406,bodaybo,57.8506,114.1933,296.65,61,7,0.49,RU,1690155430
407,tejen,37.3834,60.5054,301.45,22,0,3.2,TM,1690155430
408,nguigmi,14.2495,13.1092,301.15,60,99,4.26,NE,1690155430
409,pacasmayo,-7.4006,-79.5714,294.34,81,16,6.58,PE,1690155430
410,penhalonga,-18.8911,32.6978,282.83,77,0,0.76,ZW,1690155430
411,recreo,-29.2818,-65.061,289.53,26,98,5.22,AR,1690155197
412,novaya ladoga,60.1025,32.3019,287.44,85,12,6.78,RU,1690155430
413,salekhard,66.53,66.6019,288.41,89,55,2.83,RU,1690155431
414,dudinka,69.4058,86.1778,284.61,67,55,4.48,RU,1690155431
415,mahavelona,-17.6848,49.5087,292.14,93,39,3.55,MG,1690155431
416,panaba,21.2833,-88.2667,301.56,82,6,5.18,MX,1690155431
417,luderitz,-26.6481,15.1594,287.29,53,100,6.89,NA,1690155431
418,oamaru,-45.0784,170.9801,282.8,97,99,1.17,NZ,1690155431
419,qarqaraly,49.4058,75.4742,291.88,35,70,2.51,KZ,1690155431
420,newnham,-41.3833,147.1333,283.88,93,100,5.66,AU,1690155431
421,richards bay,-28.783,32.0377,291.45,88,40,4.28,ZA,1690155431
422,kapa'a,22.0752,-159.319,303.33,79,75,6.17,US,1690155431
423,damghan,36.1683,54.348,299.72,29,20,0.62,IR,1690155432
424,narvik,68.4384,17.4272,286.93,88,96,1.02,NO,1690155298
425,patnanungan,14.7833,122.1833,300.62,82,100,3.06,PH,1690155432
426,ibimirim,-8.5406,-37.6903,292.89,86,9,6.12,BR,1690155432
427,tralee,52.2704,-9.7026,287.84,85,59,6.37,IE,1690155432
428,nainwa,25.7667,75.85,302.8,70,62,2.47,IN,1690155432
429,morondava,-20.2833,44.2833,293.03,73,0,2.38,MG,1690155432
430,bayt al faqih,14.5164,43.3245,308.13,34,90,3.27,YE,1690155433
431,pangkalanbuun,-2.6833,111.6167,298.29,86,18,1.29,ID,1690155433
432,san pedro,14.35,121.0167,299.72,92,75,2.57,PH,1690155433
433,saint-joseph,-21.3667,55.6167,293.41,82,28,4.95,RE,1690155247
434,kerikeri,-35.2268,173.9474,287.54,87,2,1.34,NZ,1690155407
435,rio preto da eva,-2.6994,-59.6997,301.01,50,57,1.06,BR,1690155433
436,sai buri,6.7013,101.6168,297.99,86,48,2.46,TH,1690155433
437,bestobe,52.4994,73.0975,289.86,79,84,4.97,KZ,1690155433
438,juan de ayolas,-27.4,-56.9,296.46,49,3,3.43,PY,1690155434
439,thunder bay,48.4001,-89.3168,298.14,53,75,3.09,CA,1690155181
440,itaunja,27.0833,80.9167,303.14,64,100,4.42,IN,1690155434
441,kampung tanjung karang,3.4242,101.1849,299.83,85,94,2.63,MY,1690155434
442,fisterra,42.9049,-9.2629,290.79,77,66,5.7,ES,1690155434
443,andergrove,-21.0833,149.1833,286.29,89,100,6.73,AU,1690155434
444,basoko,1.2391,23.616,296.36,85,56,1.75,CD,1690155434
445,saldanha,-33.0117,17.9442,279.18,70,0,5.91,ZA,1690155434
446,huarmey,-10.0681,-78.1522,292.98,81,0,5.58,PE,1690155434
447,mo i rana,66.3128,14.1428,286.66,92,100,0.51,NO,1690155435
448,micheweni,-4.9667,39.8333,297.7,84,40,7.36,TZ,1690155435
449,saint-pierre,-21.3393,55.4781,294.02,68,0,2.57,RE,1690155191
450,kemijarvi,66.7131,27.4306,280.97,98,73,2.77,FI,1690155435
451,bereznik,62.8551,42.7072,284.45,98,100,2.26,RU,1690155435
452,san borja,-14.8167,-66.85,299.47,50,30,0.43,BO,1690155435
453,ibiza,38.9088,1.433,301.6,88,40,2.06,ES,1690155235
454,shuya,56.8487,41.3883,285.21,98,76,2.82,RU,1690155435
455,rongelap,11.1635,166.8941,301.73,71,22,6.99,MH,1690155435
456,virginia,37.5481,-77.4467,302.14,67,75,4.12,US,1690155234
457,clewiston,26.7542,-80.9337,302.78,68,24,4.78,US,1690155435
458,tiruchchendur,8.4833,78.1167,300.37,72,100,4.48,IN,1690155436
459,whakatane,-37.9585,176.9854,286.97,79,23,1.79,NZ,1690155436
460,pacocha,-17.5833,-71.3333,289.08,86,18,0.24,PE,1690155436
461,khedbrahma,24.0333,73.05,299.43,93,94,1.61,IN,1690155436
462,oruro,-17.9833,-67.15,281.44,25,4,2.68,BO,1690155436
463,yuzhno-kurilsk,44.0306,145.8556,289.0,99,96,2.48,RU,1690155436
464,mugia,43.1041,-9.2179,290.88,80,68,4.59,ES,1690155195
465,kruisfontein,-34.0033,24.7314,283.09,80,40,6.25,ZA,1690155206
466,tippi,7.2,35.45,290.83,87,99,1.53,ET,1690155436
467,sarandi,-23.4436,-51.8739,295.9,60,0,4.63,BR,1690155437
468,santa cruz,-17.8,-63.1667,299.18,73,40,3.09,BO,1690155437
469,bima,-8.4667,118.7167,298.38,77,39,1.9,ID,1690155437
470,campos do jordao,-22.7394,-45.5914,286.46,68,0,1.18,BR,1690155437
471,montepuez,-13.1256,38.9997,289.93,84,36,1.95,MZ,1690155437
472,severo-yeniseyskiy,60.3725,93.0408,290.73,80,68,0.06,RU,1690155239
473,kirensk,57.7853,108.1119,295.12,62,55,0.24,RU,1690155437
474,cole harbour,44.6724,-63.4751,295.47,95,35,3.6,CA,1690155437
475,helong,42.5397,128.9972,299.59,59,18,2.18,CN,1690155437
476,smithers,54.7804,-127.1743,293.33,40,75,2.06,CA,1690155438
477,alofi,-19.0595,-169.9187,299.09,65,55,5.66,NU,1690155169
478,sinop,41.7711,34.8709,292.0,84,9,6.38,TR,1690155438
479,mumbai,19.0144,72.8479,299.14,100,100,5.14,IN,1690155385
480,kuqa,41.7278,82.9364,301.51,31,99,1.43,CN,1690155165
481,bac kan,22.1333,105.8333,299.5,93,93,0.69,VN,1690155438
482,bogorodskoye,56.55,37.8833,282.99,97,4,2.99,RU,1690155438
483,aldama,22.9167,-98.0667,306.2,53,51,5.82,MX,1690155438
484,sabang,5.8933,95.3214,301.12,73,100,9.34,ID,1690155438
485,korla,41.7597,86.1469,302.49,34,100,1.95,CN,1690155438
486,chipinge,-20.1883,32.6236,285.49,62,0,1.35,ZW,1690155438
487,torghay,49.6339,63.4981,294.52,49,64,4.02,KZ,1690155439
488,tuguegarao,17.6131,121.7269,300.05,82,74,2.6,PH,1690155439
489,aliveri,38.4167,24.0333,306.16,39,1,2.41,GR,1690155439
490,daru,-9.0763,143.2092,299.15,65,97,3.42,PG,1690155185
491,shingu,33.7333,135.9833,303.55,58,3,1.44,JP,1690155439
492,rozdilna,46.8433,30.0792,290.49,49,0,1.14,UA,1690155439
493,finley,46.154,-119.0339,310.52,22,0,3.09,US,1690155439
494,hadibu,12.65,54.0333,297.92,81,100,12.66,YE,1690155439
495,kampene,-3.6,26.6667,296.58,48,51,1.0,CD,1690155439
496,harper,4.375,-7.7169,296.9,90,99,2.11,LR,1690155439
497,cukai,4.25,103.4167,299.12,91,98,2.39,MY,1690155440
498,phan rang-thap cham,11.5667,108.9833,299.57,82,100,1.54,VN,1690155440
499,puerto aysen,-45.4,-72.7,272.84,97,100,1.64,CL,1690155440
500,lubuklinggau,-3.3,102.8667,295.7,100,80,0.32,ID,1690155440
501,gladstone,-23.85,151.25,288.11,72,100,3.6,AU,1690155440
502,susuman,62.7833,148.1667,287.27,59,68,3.74,RU,1690155440
503,nyuzen,36.9333,137.5,305.11,67,99,1.74,JP,1690155440
504,murghob,38.1702,73.9667,284.78,63,65,1.32,TJ,1690155440
505,arkhangel'sk,64.5401,40.5433,283.85,94,98,2.1,RU,1690155144
506,qalat,32.1058,66.9083,298.43,46,76,0.88,AF,1690155441
507,amahai,-3.3333,128.9167,302.09,81,76,5.89,ID,1690155441
508,dakoro,14.5106,6.765,298.31,78,95,3.88,NE,1690155441
509,dourbali,11.8091,15.8632,299.99,70,68,3.45,TD,1690155441
510,andrushivka,50.0229,29.0202,287.64,71,13,3.16,UA,1690155441
511,hinesville,31.8469,-81.5959,298.22,95,0,3.09,US,1690155394
512,yarmouth,41.7057,-70.2286,298.34,75,0,3.6,US,1690155441
513,antsohihy,-14.8796,47.9875,291.95,76,3,3.39,MG,1690155441
514,puerto deseado,-47.7503,-65.8938,274.48,73,82,4.61,AR,1690155194
515,pangoa,-12.1167,-73.0,295.04,72,1,1.01,PE,1690155441
516,palmer,42.1584,-72.3287,300.9,54,20,1.54,US,1690155442
517,sungai penuh,-2.0833,101.3833,290.68,94,100,0.66,ID,1690155442
518,sandnessjoen,66.0217,12.6316,285.11,96,100,2.44,NO,1690155209
519,caleta de carquin,-11.0925,-77.6267,293.0,80,3,4.8,PE,1690155250
520,tazacorte,28.629,-17.9293,295.69,82,75,7.72,ES,1690155236
521,sao felix do xingu,-6.6447,-51.995,296.87,43,53,1.49,BR,1690155442
522,slave lake,55.2834,-114.769,296.14,53,0,1.54,CA,1690155442
523,saint-philippe,-21.3585,55.7679,293.92,85,42,4.84,RE,1690155442
524,gaspe,48.8334,-64.4819,294.1,88,20,6.17,CA,1690155442
525,atlanta,33.749,-84.388,304.2,53,0,3.09,US,1690155394
526,butembo,0.15,29.2833,289.23,55,43,1.25,CD,1690155442
527,jiuquan,39.7432,98.5174,300.15,17,43,2.68,CN,1690155442
528,kone,-21.0595,164.8658,296.31,44,9,1.56,NC,1690155443
529,conceicao da barra,-18.5933,-39.7322,293.9,91,37,2.34,BR,1690155443
530,aksu,41.1231,80.2644,300.12,36,98,2.44,CN,1690155443
531,sittwe,20.15,92.9,300.4,86,74,3.93,MM,1690155443
532,cannonvale,-20.2833,148.7,288.81,94,100,2.35,AU,1690155443
533,borogontsy,62.6683,131.1683,297.87,53,84,1.06,RU,1690155443
534,portel,-1.9356,-50.8211,299.49,69,45,1.36,BR,1690155443
535,manggar,-2.8833,108.2667,300.54,76,19,4.49,ID,1690155443
536,crane,31.3974,-102.3501,310.91,15,44,3.84,US,1690155188
537,san pedro de macoris,18.4616,-69.2972,303.49,89,99,3.02,DO,1690155443
538,nova sintra,14.8667,-24.7167,296.21,78,100,6.01,CV,1690155444
539,nouadhibou,20.931,-17.0347,297.14,69,65,7.72,MR,1690155444
540,newman,37.3138,-121.0208,316.34,8,92,2.08,US,1690155444
541,castillos,-34.1667,-53.8333,283.35,85,87,3.71,UY,1690155444
542,kenai,60.5544,-151.2583,291.2,84,0,5.66,US,1690155444
543,nakhon phanom,17.3333,104.4167,298.04,88,94,1.59,TH,1690155444
544,luwingu,-10.2621,29.9271,285.06,73,0,2.15,ZM,1690155254
545,remetea,46.7833,25.45,286.33,72,3,0.67,RO,1690155444
546,ico,-6.4011,-38.8622,302.83,33,88,5.27,BR,1690155444
547,port saint john's,-31.6229,29.5448,289.25,72,100,6.87,ZA,1690155444
548,porto novo,6.4965,2.6036,296.54,94,100,2.9,BJ,1690155445
549,sydney,-33.8679,151.2073,287.36,90,75,3.6,AU,1690155300
550,rikaze,29.25,88.8833,284.16,82,100,1.53,CN,1690155162
551,kuluncak,38.8828,37.6728,290.27,59,0,4.16,TR,1690155445
552,xalisco,21.4531,-104.8993,300.62,74,40,6.17,MX,1690155445
553,koryazhma,61.3143,47.1691,284.24,97,40,2.24,RU,1690155445
554,mata-utu,-13.2816,-176.1745,300.29,72,51,7.93,WF,1690155445
555,warrnambool,-38.3833,142.4833,285.78,81,100,2.75,AU,1690155445
556,sovetskiy,61.3614,63.5842,288.84,67,100,1.31,RU,1690155445
557,akureyri,65.6835,-18.0878,283.11,93,100,0.0,IS,1690155207
558,suva,-18.1416,178.4415,298.86,69,75,1.54,FJ,1690155446
559,carnarvon,-24.8667,113.6333,288.14,35,0,7.45,AU,1690155191
560,usogorsk,63.4106,48.6872,286.33,98,80,2.82,RU,1690155446
561,mandalgovi,45.7625,106.2708,290.23,68,24,1.85,MN,1690155446
562,manistee,44.2445,-86.3242,296.51,75,0,4.12,US,1690155446
563,qamdo,31.1667,97.2333,279.6,87,100,0.54,CN,1690155446
564,sur,22.5667,59.5289,299.76,82,100,2.97,OM,1690155446
565,massakory,12.996,15.7293,300.39,69,71,2.96,TD,1690155446
566,odesskoye,54.2111,72.9651,287.84,94,23,3.42,RU,1690155446
567,lovisa,60.4566,26.2251,286.39,93,12,3.46,FI,1690155446
568,manikpur,25.0667,81.1167,302.83,66,97,3.17,IN,1690155447
569,dzhangala,49.2167,50.3333,297.05,50,95,2.93,KZ,1690155447
570,siwa oasis,29.2041,25.5195,303.93,37,0,6.05,EG,1690155447
571,arquitecto tomas romero pereira,-26.4833,-55.25,292.3,67,9,2.07,PY,1690155447
572,kupang,-10.1667,123.5833,297.58,70,99,8.35,ID,1690155447
573,vyritsa,59.4078,30.3481,285.88,92,69,3.32,RU,1690155447
574,kristinestad,62.2743,21.376,284.32,81,96,2.78,FI,1690155447
575,rio brilhante,-21.8019,-54.5464,295.5,49,18,2.01,BR,1690155447
576,birjand,32.8663,59.2211,292.41,24,0,0.0,IR,1690155448
577,tostado,-29.232,-61.7692,289.19,46,100,6.32,AR,1690155448
578,dongsheng,39.8161,109.9776,298.95,28,3,8.47,CN,1690155448
579,lompoc,34.6391,-120.4579,297.56,79,100,3.6,US,1690155448
580,nogliki,51.8333,143.1667,294.43,76,97,4.59,RU,1690155448
581,geraldton,-28.7667,114.6,282.38,53,0,8.75,AU,1690155448
582,bulolo,-7.2,146.65,299.37,70,82,0.82,PG,1690155448
583,prince rupert,54.3161,-130.3201,289.2,80,100,3.09,CA,1690155425
584,pemba,-12.974,40.5178,294.81,78,1,5.32,MZ,1690155448
585,kapit,2.0167,112.9333,297.8,92,99,0.04,MY,1690155448
586,tonj,7.2737,28.6822,297.1,67,37,1.36,SS,1690155448
